en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1090,cs:McEwan_Na-Chesilske:0:shuff:1113,punish,punish,potrestat,potrestat,pf
en:McEwan_Na-Chesilske:0:shuff:1090,cs:McEwan_Na-Chesilske:0:shuff:1113,leave,leave,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1090,cs:McEwan_Na-Chesilske:0:shuff:1113,contemplate,contemplate,přemýšlet,přemýšlet,impf
en:McEwan_Na-Chesilske:0:shuff:1092,cs:McEwan_Na-Chesilske:0:shuff:1115,began,begin,začalo,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1092,cs:McEwan_Na-Chesilske:0:shuff:1115,start,start,začalo,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1092,cs:McEwan_Na-Chesilske:0:shuff:1115,tempting,tempt,svádělo,svádět,impf
en:McEwan_Na-Chesilske:0:shuff:1093,cs:McEwan_Na-Chesilske:0:shuff:1116,resisted,resist,odolal,odolat,pf
en:McEwan_Na-Chesilske:0:shuff:1094,cs:McEwan_Na-Chesilske:0:shuff:1117,found,find,Našel,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1097,cs:McEwan_Na-Chesilske:0:shuff:1121,imagined,imagine,Představil,představit,pf
en:McEwan_Na-Chesilske:0:shuff:1098,cs:McEwan_Na-Chesilske:0:shuff:1122,felt,feel,cítil,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1099,cs:McEwan_Na-Chesilske:0:shuff:1123,understand,understand,rozumí,rozumět,impf
en:McEwan_Na-Chesilske:0:shuff:1100,cs:McEwan_Na-Chesilske:0:shuff:1124,whispered,whisper,zašeptala,zašeptat,pf
en:McEwan_Na-Chesilske:0:shuff:1100,cs:McEwan_Na-Chesilske:0:shuff:1124,squeezed,squeeze,stiskla,stisknout,pf
en:McEwan_Na-Chesilske:0:shuff:1101,cs:McEwan_Na-Chesilske:0:shuff:1125,arriving,arrive,Přicházeli,přicházet,impf
en:McEwan_Na-Chesilske:0:shuff:1102,cs:McEwan_Na-Chesilske:0:shuff:1126,brought,bring,přinesli,přinést,pf
en:McEwan_Na-Chesilske:0:shuff:1103,cs:McEwan_Na-Chesilske:0:shuff:1127,held,hold,přidržet,přidržet,pf
en:McEwan_Na-Chesilske:0:shuff:1103,cs:McEwan_Na-Chesilske:0:shuff:1127,closing,close,zavřeli,zavřít,pf
en:McEwan_Na-Chesilske:0:shuff:1105,cs:McEwan_Na-Chesilske:0:shuff:1129,survive,survive,přežila,přežít,pf
en:McEwan_Na-Chesilske:0:shuff:1105,cs:McEwan_Na-Chesilske:0:shuff:1129,escape,escape,unikla,uniknout,pf
en:McEwan_Na-Chesilske:0:shuff:1105,cs:McEwan_Na-Chesilske:0:shuff:1129,raise,raise,zvednout,zvednout,pf
en:McEwan_Na-Chesilske:0:shuff:1105,cs:McEwan_Na-Chesilske:0:shuff:1129,raise,raise,vzbudit,vzbudit,pf
en:McEwan_Na-Chesilske:0:shuff:1105,cs:McEwan_Na-Chesilske:0:shuff:1129,longed,long,touží,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:1108,cs:McEwan_Na-Chesilske:0:shuff:1132,question,question,zpochybnit,zpochybnit,pf
en:McEwan_Na-Chesilske:0:shuff:1109,cs:McEwan_Na-Chesilske:0:shuff:1133,helped,help,pomáhaly,pomáhat,impf
en:McEwan_Na-Chesilske:0:shuff:1110,cs:McEwan_Na-Chesilske:0:shuff:1134,tidied,tidy,uklízely,uklízet,impf
en:McEwan_Na-Chesilske:0:shuff:1112,cs:McEwan_Na-Chesilske:0:shuff:1136,undressed,undress,svlékl,svléknout,pf
en:McEwan_Na-Chesilske:0:shuff:1114,cs:McEwan_Na-Chesilske:0:shuff:1138,observed,observe,nesleduje,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:1126,cs:McEwan_Na-Chesilske:0:shuff:1150,saw,see,viděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1126,cs:McEwan_Na-Chesilske:0:shuff:1150,carried,carry,nesl,nést,impf
en:McEwan_Na-Chesilske:0:shuff:1128,cs:McEwan_Na-Chesilske:0:shuff:1152,stirred,stir,Provokovala,provokovat,impf
en:McEwan_Na-Chesilske:0:shuff:1129,cs:McEwan_Na-Chesilske:0:shuff:1153,turn,turn,otočila,otočit,pf
en:McEwan_Na-Chesilske:0:shuff:1129,cs:McEwan_Na-Chesilske:0:shuff:1153,smile,smile,usmála,usmát,pf
en:McEwan_Na-Chesilske:0:shuff:1130,cs:McEwan_Na-Chesilske:0:shuff:1154,display,display,vystavoval,vystavovat,impf
en:McEwan_Na-Chesilske:0:shuff:1130,cs:McEwan_Na-Chesilske:0:shuff:1154,wearing,wear,nosil,nosit,impf
en:McEwan_Na-Chesilske:0:shuff:1131,cs:McEwan_Na-Chesilske:0:shuff:1155,stretched,stretch,táhla,táhnout,impf
en:McEwan_Na-Chesilske:0:shuff:1132,cs:McEwan_Na-Chesilske:0:shuff:1156,understood,understand,Chápala,chápat,impf
en:McEwan_Na-Chesilske:0:shuff:1133,cs:McEwan_Na-Chesilske:0:shuff:1157,meant,mean,vyjadřovalo,vyjadřovat,impf
en:McEwan_Na-Chesilske:0:shuff:1135,cs:McEwan_Na-Chesilske:0:shuff:1159,broken,break,porušila,porušit,pf
en:McEwan_Na-Chesilske:0:shuff:1135,cs:McEwan_Na-Chesilske:0:shuff:1159,made,make,učinila,učinit,pf
en:McEwan_Na-Chesilske:0:shuff:1136,cs:McEwan_Na-Chesilske:0:shuff:1160,told,tell,řekl,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1136,cs:McEwan_Na-Chesilske:0:shuff:1160,fitted,fit,sedělo,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1138,cs:McEwan_Na-Chesilske:0:shuff:1162,beginning,begin,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1138,cs:McEwan_Na-Chesilske:0:shuff:1162,permitted,permit,dovolila,dovolit,pf
en:McEwan_Na-Chesilske:0:shuff:1138,cs:McEwan_Na-Chesilske:0:shuff:1162,permitted,permit,nesouhlasit,souhlasit,impf
en:McEwan_Na-Chesilske:0:shuff:1141,cs:McEwan_Na-Chesilske:0:shuff:1165,kissed,kiss,Políbila,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1141,cs:McEwan_Na-Chesilske:0:shuff:1165,thought,think,myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1142,cs:McEwan_Na-Chesilske:0:shuff:1166,want,want,chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1145,cs:McEwan_Na-Chesilske:0:shuff:1170,kiss,kiss,políbit,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1145,cs:McEwan_Na-Chesilske:0:shuff:1170,said,say,odpověděla,odpovědět,pf
en:McEwan_Na-Chesilske:0:shuff:1146,cs:McEwan_Na-Chesilske:0:shuff:1171,took,take,Uchopil,uchopit,pf
en:McEwan_Na-Chesilske:0:shuff:1148,cs:McEwan_Na-Chesilske:0:shuff:1173,provoked,provoke,provokoval,provokovat,impf
en:McEwan_Na-Chesilske:0:shuff:1148,cs:McEwan_Na-Chesilske:0:shuff:1173,heard,hear,vyslechla,vyslechnout,pf
en:McEwan_Na-Chesilske:0:shuff:1150,cs:McEwan_Na-Chesilske:0:shuff:1175,left,leave,opustil,opustit,pf
en:McEwan_Na-Chesilske:0:shuff:1150,cs:McEwan_Na-Chesilske:0:shuff:1175,left,leave,odjel,odjet,pf
en:McEwan_Na-Chesilske:0:shuff:1151,cs:McEwan_Na-Chesilske:0:shuff:1176,left,leave,nechal,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1152,cs:McEwan_Na-Chesilske:0:shuff:1177,catch,catch,chytil,chytit,pf
en:McEwan_Na-Chesilske:0:shuff:1154,cs:McEwan_Na-Chesilske:0:shuff:1179,Talking,talk,mluvit,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1155,cs:McEwan_Na-Chesilske:0:shuff:1180,pretending,pretend,předstírala,předstírat,impf
en:McEwan_Na-Chesilske:0:shuff:1156,cs:McEwan_Na-Chesilske:0:shuff:1181,let,let,nedovolila,dovolit,pf
en:McEwan_Na-Chesilske:0:shuff:1156,cs:McEwan_Na-Chesilske:0:shuff:1181,take,take,přijaly,přijmout,pf
en:McEwan_Na-Chesilske:0:shuff:1157,cs:McEwan_Na-Chesilske:0:shuff:1182,remained,remain,zůstávala,zůstávat,impf
en:McEwan_Na-Chesilske:0:shuff:1158,cs:McEwan_Na-Chesilske:0:shuff:1183,want,want,nechtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1159,cs:McEwan_Na-Chesilske:0:shuff:1184,filling,fill,zaplnily,zaplnit,pf
en:McEwan_Na-Chesilske:0:shuff:1161,cs:McEwan_Na-Chesilske:0:shuff:1186,believed,believe,věřit,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1162,cs:McEwan_Na-Chesilske:0:shuff:1187,managing,manage,vedla,vést,impf
en:McEwan_Na-Chesilske:0:shuff:1162,cs:McEwan_Na-Chesilske:0:shuff:1187,lecturing,lecture,přednášela,přednášet,impf
en:McEwan_Na-Chesilske:0:shuff:1164,cs:McEwan_Na-Chesilske:0:shuff:1189,assumed,assume,Předpokládal,předpokládat,impf
en:McEwan_Na-Chesilske:0:shuff:1166,cs:McEwan_Na-Chesilske:0:shuff:1191,shape,shape,utvářet,utvářet,impf
en:McEwan_Na-Chesilske:0:shuff:1167,cs:McEwan_Na-Chesilske:0:shuff:1192,thought,think,myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1168,cs:McEwan_Na-Chesilske:0:shuff:1193,moved,move,pohnula,pohnout,pf
en:McEwan_Na-Chesilske:0:shuff:1169,cs:McEwan_Na-Chesilske:0:shuff:1194,crossed,cross,Přešel,přejít,pf
en:McEwan_Na-Chesilske:0:shuff:1169,cs:McEwan_Na-Chesilske:0:shuff:1194,came,come,Přešel,přejít,pf
en:McEwan_Na-Chesilske:0:shuff:1169,cs:McEwan_Na-Chesilske:0:shuff:1194,tried,try,pokusil,pokusit,pf
en:McEwan_Na-Chesilske:0:shuff:1169,cs:McEwan_Na-Chesilske:0:shuff:1194,dance,dance,tančit,tančit,impf
en:McEwan_Na-Chesilske:0:shuff:1169,cs:McEwan_Na-Chesilske:0:shuff:1194,let,let,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1170,cs:McEwan_Na-Chesilske:0:shuff:1195,pretend,pretend,předstírat,předstírat,impf
en:McEwan_Na-Chesilske:0:shuff:1171,cs:McEwan_Na-Chesilske:0:shuff:1196,think,think,nemyslet,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1172,cs:McEwan_Na-Chesilske:0:shuff:1197,play,play,hrát,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:1172,cs:McEwan_Na-Chesilske:0:shuff:1197,listening,listen,neposlouchal,poslouchat,impf
en:McEwan_Na-Chesilske:0:shuff:1172,cs:McEwan_Na-Chesilske:0:shuff:1197,convinced,convince,přesvědčila,přesvědčit,pf
en:McEwan_Na-Chesilske:0:shuff:1173,cs:McEwan_Na-Chesilske:0:shuff:1198,waiting,wait,čekala,čekat,impf
en:McEwan_Na-Chesilske:0:shuff:1173,cs:McEwan_Na-Chesilske:0:shuff:1198,begin,begin,začne,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1174,cs:McEwan_Na-Chesilske:0:shuff:1199,asked,ask,Požádal,požádat,pf
en:McEwan_Na-Chesilske:0:shuff:1174,cs:McEwan_Na-Chesilske:0:shuff:1199,marry,marry,provdala,provdat,pf
en:McEwan_Na-Chesilske:0:shuff:1175,cs:McEwan_Na-Chesilske:0:shuff:1200,put,put,položila,položit,pf
en:McEwan_Na-Chesilske:0:shuff:1176,cs:McEwan_Na-Chesilske:0:shuff:1201,loved,love,Milovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1176,cs:McEwan_Na-Chesilske:0:shuff:1201,wanted,want,chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1176,cs:McEwan_Na-Chesilske:0:shuff:1201,please,please,chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1176,cs:McEwan_Na-Chesilske:0:shuff:1201,overcome,overcome,překonat,překonat,pf
en:McEwan_Na-Chesilske:0:shuff:1178,cs:McEwan_Na-Chesilske:0:shuff:1203,kept,keep,Nechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1178,cs:McEwan_Na-Chesilske:0:shuff:1203,felt,feel,pocítila,pocítit,pf
en:McEwan_Na-Chesilske:0:shuff:1179,cs:McEwan_Na-Chesilske:0:shuff:1204,reminded,remind,připomínala,připomínat,impf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,start,start,začít,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,did,do,vyvolat,vyvolat,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,start,start,vyvolat,vyvolat,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,did,do,vyvolat,vyvolat,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,believe,believe,nevěřila,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,did,do,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,did,do,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,cleared,clear,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1181,cs:McEwan_Na-Chesilske:0:shuff:1206,forgotten,forget,zapomenout,zapomenout,pf
en:McEwan_Na-Chesilske:0:shuff:1182,cs:McEwan_Na-Chesilske:0:shuff:1207,keep,keep,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1185,cs:McEwan_Na-Chesilske:0:shuff:1210,crossed,cross,přestoupila,přestoupit,pf
en:McEwan_Na-Chesilske:0:shuff:1186,cs:McEwan_Na-Chesilske:0:shuff:1211,made,make,učinila,učinit,pf
en:McEwan_Na-Chesilske:0:shuff:1186,cs:McEwan_Na-Chesilske:0:shuff:1211,increased,increase,zvyšoval,zvyšovat,impf
en:McEwan_Na-Chesilske:0:shuff:1187,cs:McEwan_Na-Chesilske:0:shuff:1212,help,help,pomoct,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:1187,cs:McEwan_Na-Chesilske:0:shuff:1212,rid,rid,zbavit,zbavit,pf
en:McEwan_Na-Chesilske:0:shuff:1188,cs:McEwan_Na-Chesilske:0:shuff:1213,turned,turn,otočila,otočit,pf
en:McEwan_Na-Chesilske:0:shuff:1188,cs:McEwan_Na-Chesilske:0:shuff:1213,snatched,snatch,popadla,popadnout,pf
en:McEwan_Na-Chesilske:0:shuff:1188,cs:McEwan_Na-Chesilske:0:shuff:1213,wiped,wipe,utírala,utírat,impf
en:McEwan_Na-Chesilske:0:shuff:1189,cs:McEwan_Na-Chesilske:0:shuff:1214,trust,trust,spolehnout,spolehnout,pf
en:McEwan_Na-Chesilske:0:shuff:1190,cs:McEwan_Na-Chesilske:0:shuff:1215,thought,think,považovat,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1190,cs:McEwan_Na-Chesilske:0:shuff:1215,thought,think,má,mít,impf
en:McEwan_Na-Chesilske:0:shuff:1190,cs:McEwan_Na-Chesilske:0:shuff:1215,disappearing,disappear,zmizet,zmizet,pf
en:McEwan_Na-Chesilske:0:shuff:1191,cs:McEwan_Na-Chesilske:0:shuff:1216,thinking,think,měly,mít,impf
en:McEwan_Na-Chesilske:0:shuff:1193,cs:McEwan_Na-Chesilske:0:shuff:1218,tried,try,pokusil,pokusit,pf
en:McEwan_Na-Chesilske:0:shuff:1193,cs:McEwan_Na-Chesilske:0:shuff:1218,causing,cause,způsobily,způsobit,pf
en:McEwan_Na-Chesilske:0:shuff:1193,cs:McEwan_Na-Chesilske:0:shuff:1218,spill,spill,vylilo,vylít,pf
en:McEwan_Na-Chesilske:0:shuff:1194,cs:McEwan_Na-Chesilske:0:shuff:1219,trust,trust,důvěřovat,důvěřovat,impf
en:McEwan_Na-Chesilske:0:shuff:1195,cs:McEwan_Na-Chesilske:0:shuff:1220,trusted,trust,Nedůvěřovala,důvěřovat,impf
en:McEwan_Na-Chesilske:0:shuff:1196,cs:McEwan_Na-Chesilske:0:shuff:1221,begin,begin,začít,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1197,cs:McEwan_Na-Chesilske:0:shuff:1222,holding,hold,držely,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1197,cs:McEwan_Na-Chesilske:0:shuff:1222,portrayed,portray,namalovalo,namalovat,pf
en:McEwan_Na-Chesilske:0:shuff:1198,cs:McEwan_Na-Chesilske:0:shuff:1223,chosen,choose,zvolila,zvolit,pf
en:McEwan_Na-Chesilske:0:shuff:1198,cs:McEwan_Na-Chesilske:0:shuff:1223,leaving,leave,opustila,opustit,pf
en:McEwan_Na-Chesilske:0:shuff:1198,cs:McEwan_Na-Chesilske:0:shuff:1223,discovered,discover,objevila,objevit,pf
en:McEwan_Na-Chesilske:0:shuff:1198,cs:McEwan_Na-Chesilske:0:shuff:1223,go,go,pokračovala,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:1199,cs:McEwan_Na-Chesilske:0:shuff:1224,hear,hear,slyšela,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1199,cs:McEwan_Na-Chesilske:0:shuff:1224,leaving,leave,opustilo,opustit,pf
en:McEwan_Na-Chesilske:0:shuff:1199,cs:McEwan_Na-Chesilske:0:shuff:1224,telling,tell,vyprávěly,vyprávět,impf
en:McEwan_Na-Chesilske:0:shuff:1202,cs:McEwan_Na-Chesilske:0:shuff:1228,occurred,occur,nenapadlo,napadnout,pf
en:McEwan_Na-Chesilske:0:shuff:1202,cs:McEwan_Na-Chesilske:0:shuff:1228,ask,ask,ptát,ptát,impf
en:McEwan_Na-Chesilske:0:shuff:1204,cs:McEwan_Na-Chesilske:0:shuff:1230,kissed,kiss,Políbili,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1204,cs:McEwan_Na-Chesilske:0:shuff:1230,felt,feel,ucítila,ucítit,pf
en:McEwan_Na-Chesilske:0:shuff:1205,cs:McEwan_Na-Chesilske:0:shuff:1231,felt,feel,Cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1206,cs:McEwan_Na-Chesilske:0:shuff:1232,married,marry,oženil,oženit,pf
en:McEwan_Na-Chesilske:0:shuff:1207,cs:McEwan_Na-Chesilske:0:shuff:1233,hate,hate,nenávidět,nenávidět,impf
en:McEwan_Na-Chesilske:0:shuff:1207,cs:McEwan_Na-Chesilske:0:shuff:1233,forget,forget,nezapomene,zapomenout,pf
en:McEwan_Na-Chesilske:0:shuff:1208,cs:McEwan_Na-Chesilske:0:shuff:1234,get,get,dostat,dostat,pf
en:McEwan_Na-Chesilske:0:shuff:1209,cs:McEwan_Na-Chesilske:0:shuff:1235,sprang,spring,vyskočila,vyskočit,pf
en:McEwan_Na-Chesilske:0:shuff:1211,cs:McEwan_Na-Chesilske:0:shuff:1238,look,look,podívat,podívat,pf
en:McEwan_Na-Chesilske:0:shuff:1212,cs:McEwan_Na-Chesilske:0:shuff:1239,assigned,assign,přidělila,přidělit,pf
en:McEwan_Na-Chesilske:0:shuff:1212,cs:McEwan_Na-Chesilske:0:shuff:1239,called,call,říkala,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1212,cs:McEwan_Na-Chesilske:0:shuff:1239,discover,discover,zjistit,zjistit,pf
en:McEwan_Na-Chesilske:0:shuff:1215,cs:McEwan_Na-Chesilske:0:shuff:1242,love,love,miloval,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1215,cs:McEwan_Na-Chesilske:0:shuff:1242,doubt,doubt,nepochybovala,pochybovat,impf
en:McEwan_Na-Chesilske:0:shuff:1216,cs:McEwan_Na-Chesilske:0:shuff:1243,felt,feel,Cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1221,cs:McEwan_Na-Chesilske:0:shuff:1248,moved,move,pohybovala,pohybovat,impf
en:McEwan_Na-Chesilske:0:shuff:1222,cs:McEwan_Na-Chesilske:0:shuff:1249,pick,pick,sebral,sebrat,pf
en:McEwan_Na-Chesilske:0:shuff:1223,cs:McEwan_Na-Chesilske:0:shuff:1250,shouting,shout,křičel,křičet,impf
en:McEwan_Na-Chesilske:0:shuff:1225,cs:McEwan_Na-Chesilske:0:shuff:1252,promised,promise,slíbila,slíbit,pf
en:McEwan_Na-Chesilske:0:shuff:1226,cs:McEwan_Na-Chesilske:0:shuff:1253,tell,tell,povídat,povídat,impf
en:McEwan_Na-Chesilske:0:shuff:1228,cs:McEwan_Na-Chesilske:0:shuff:1255,ask,ask,žádat,žádat,impf
en:McEwan_Na-Chesilske:0:shuff:1233,cs:McEwan_Na-Chesilske:0:shuff:1260,teach,teach,učí,učit,impf
en:McEwan_Na-Chesilske:0:shuff:1235,cs:McEwan_Na-Chesilske:0:shuff:1262,make,make,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1236,cs:McEwan_Na-Chesilske:0:shuff:1263,accepted,accept,přijímali,přijímat,impf
en:McEwan_Na-Chesilske:0:shuff:1237,cs:McEwan_Na-Chesilske:0:shuff:1264,wanted,want,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1240,cs:McEwan_Na-Chesilske:0:shuff:1267,cast,cast,přidělena,přidělit,pf
en:McEwan_Na-Chesilske:0:shuff:1242,cs:McEwan_Na-Chesilske:0:shuff:1269,felt,feel,pocítila,pocítit,pf
en:McEwan_Na-Chesilske:0:shuff:1243,cs:McEwan_Na-Chesilske:0:shuff:1270,chasing,chase,pronásledovat,pronásledovat,impf
en:McEwan_Na-Chesilske:0:shuff:1246,cs:McEwan_Na-Chesilske:0:shuff:1273,bring,bring,přimět,přimět,pf
en:McEwan_Na-Chesilske:0:shuff:1246,cs:McEwan_Na-Chesilske:0:shuff:1273,respond,respond,zareagovat,zareagovat,pf
en:McEwan_Na-Chesilske:0:shuff:1247,cs:McEwan_Na-Chesilske:0:shuff:1274,need,need,musela,muset,impf
en:McEwan_Na-Chesilske:0:shuff:1249,cs:McEwan_Na-Chesilske:0:shuff:1276,needed,need,Potřebovala,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:1249,cs:McEwan_Na-Chesilske:0:shuff:1276,feel,feel,cítit,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1250,cs:McEwan_Na-Chesilske:0:shuff:1277,use,use,zneužít,zneužít,pf
en:McEwan_Na-Chesilske:0:shuff:1254,cs:McEwan_Na-Chesilske:0:shuff:1282,made,make,přinutila,přinutit,pf
en:McEwan_Na-Chesilske:0:shuff:1254,cs:McEwan_Na-Chesilske:0:shuff:1282,go,go,pokračovat,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:1256,cs:McEwan_Na-Chesilske:0:shuff:1284,need,need,potřebuju,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:1256,cs:McEwan_Na-Chesilske:0:shuff:1284,kill,kill,zabít,zabít,pf
en:McEwan_Na-Chesilske:0:shuff:1256,cs:McEwan_Na-Chesilske:0:shuff:1284,marry,marry,vdát,vdát,pf
en:McEwan_Na-Chesilske:0:shuff:1257,cs:McEwan_Na-Chesilske:0:shuff:1285,make,make,nevyvolal,vyvolat,pf
en:McEwan_Na-Chesilske:0:shuff:1257,cs:McEwan_Na-Chesilske:0:shuff:1285,brought,bring,nevyvolal,vyvolat,pf
en:McEwan_Na-Chesilske:0:shuff:1258,cs:McEwan_Na-Chesilske:0:shuff:1286,remained,remain,Zůstal,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:1259,cs:McEwan_Na-Chesilske:0:shuff:1287,see,see,viděli,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1259,cs:McEwan_Na-Chesilske:0:shuff:1287,see,see,přijít,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1260,cs:McEwan_Na-Chesilske:0:shuff:1288,calculating,calculate,vypočítává,vypočítávat,impf
en:McEwan_Na-Chesilske:0:shuff:1260,cs:McEwan_Na-Chesilske:0:shuff:1288,turn,turn,otočila,otočit,pf
en:McEwan_Na-Chesilske:0:shuff:1260,cs:McEwan_Na-Chesilske:0:shuff:1288,saw,see,uviděla,uvidět,pf
en:McEwan_Na-Chesilske:0:shuff:1260,cs:McEwan_Na-Chesilske:0:shuff:1288,saw,see,vidí,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1263,cs:McEwan_Na-Chesilske:0:shuff:1291,turned,turn,otočila,otočit,pf
en:McEwan_Na-Chesilske:0:shuff:1263,cs:McEwan_Na-Chesilske:0:shuff:1291,want,want,nechtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1263,cs:McEwan_Na-Chesilske:0:shuff:1291,kissed,kiss,políbil,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:1264,cs:McEwan_Na-Chesilske:0:shuff:1292,needed,need,Potřebovala,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:1264,cs:McEwan_Na-Chesilske:0:shuff:1292,tell,tell,povědět,povědět,pf
en:McEwan_Na-Chesilske:0:shuff:1266,cs:McEwan_Na-Chesilske:0:shuff:1294,struck,strike,udeřila,udeřit,pf
en:McEwan_Na-Chesilske:0:shuff:1275,cs:McEwan_Na-Chesilske:0:shuff:1302,sat,sit,posadit,posadit,pf
en:McEwan_Na-Chesilske:0:shuff:1276,cs:McEwan_Na-Chesilske:0:shuff:1303,believe,believe,nevěří,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1279,cs:McEwan_Na-Chesilske:0:shuff:1306,thought,think,Domnívala,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:1279,cs:McEwan_Na-Chesilske:0:shuff:1306,looking,look,dívá,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:1279,cs:McEwan_Na-Chesilske:0:shuff:1306,did,do,dělal,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1279,cs:McEwan_Na-Chesilske:0:shuff:1306,tell,tell,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1280,cs:McEwan_Na-Chesilske:0:shuff:1307,believed,believe,nevěřila,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1280,cs:McEwan_Na-Chesilske:0:shuff:1307,bothered,bother,obtěžovalo,obtěžovat,impf
en:McEwan_Na-Chesilske:0:shuff:1280,cs:McEwan_Na-Chesilske:0:shuff:1307,said,say,říkal,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1280,cs:McEwan_Na-Chesilske:0:shuff:1307,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1280,cs:McEwan_Na-Chesilske:0:shuff:1307,give,give,dát,dát,pf
en:McEwan_Na-Chesilske:0:shuff:1281,cs:McEwan_Na-Chesilske:0:shuff:1308,read,read,Četl,číst,impf
en:McEwan_Na-Chesilske:0:shuff:1283,cs:McEwan_Na-Chesilske:0:shuff:1310,suggested,suggest,navrhla,navrhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1283,cs:McEwan_Na-Chesilske:0:shuff:1310,comparing,compare,porovnají,porovnat,pf
