en:searle-mysl_mozek_veda:0:shuff:3,cs:searle-mysl_mozek_veda:0:shuff:3,remove,remove,odstranit,odstranit,pf
en:searle-mysl_mozek_veda:0:shuff:1340,cs:searle-mysl_mozek_veda:0:shuff:1466,see,see,vidět,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1341,cs:searle-mysl_mozek_veda:0:shuff:1467,contains,contain,má,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1342,cs:searle-mysl_mozek_veda:0:shuff:1468,describe,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1343,cs:searle-mysl_mozek_veda:0:shuff:1469,confine,confine,omezovat,omezovat,impf
en:searle-mysl_mozek_veda:0:shuff:1344,cs:searle-mysl_mozek_veda:0:shuff:1470,talk,talk,mluvit,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1344,cs:searle-mysl_mozek_veda:0:shuff:1470,talk,talk,mluvit,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1344,cs:searle-mysl_mozek_veda:0:shuff:1470,talk,talk,mluvit,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1344,cs:searle-mysl_mozek_veda:0:shuff:1470,talk,talk,mluvit,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1345,cs:searle-mysl_mozek_veda:0:shuff:1471,done,do,jde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1345,cs:searle-mysl_mozek_veda:0:shuff:1471,done,do,jde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1345,cs:searle-mysl_mozek_veda:0:shuff:1471,done,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1345,cs:searle-mysl_mozek_veda:0:shuff:1471,done,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1347,cs:searle-mysl_mozek_veda:0:shuff:1473,acts,act,jedná,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1347,cs:searle-mysl_mozek_veda:0:shuff:1473,acts,act,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1347,cs:searle-mysl_mozek_veda:0:shuff:1473,say,say,říká,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1348,cs:searle-mysl_mozek_veda:0:shuff:1474,operating,operate,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:1348,cs:searle-mysl_mozek_veda:0:shuff:1474,operate,operate,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:1348,cs:searle-mysl_mozek_veda:0:shuff:1474,compose,compose,skládá,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:1352,cs:searle-mysl_mozek_veda:0:shuff:1478,call,call,říkat,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1353,cs:searle-mysl_mozek_veda:0:shuff:1479,prove,prove,prokázat,prokázat,pf
en:searle-mysl_mozek_veda:0:shuff:1355,cs:searle-mysl_mozek_veda:0:shuff:1481,disappointed,disappoint,zklamán,zklamat,pf
en:searle-mysl_mozek_veda:0:shuff:1355,cs:searle-mysl_mozek_veda:0:shuff:1481,picks,pick,vezme,vzít,pf
en:searle-mysl_mozek_veda:0:shuff:1355,cs:searle-mysl_mozek_veda:0:shuff:1481,did,do,vezme,vzít,pf
en:searle-mysl_mozek_veda:0:shuff:1355,cs:searle-mysl_mozek_veda:0:shuff:1481,get,get,dostat,dostat,pf
en:searle-mysl_mozek_veda:0:shuff:1358,cs:searle-mysl_mozek_veda:0:shuff:1484,does,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1358,cs:searle-mysl_mozek_veda:0:shuff:1484,make,make,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1359,cs:searle-mysl_mozek_veda:0:shuff:1485,stored,store,uloženy,uložit,pf
en:searle-mysl_mozek_veda:0:shuff:1360,cs:searle-mysl_mozek_veda:0:shuff:1486,expect,expect,Čekáme,čekat,impf
en:searle-mysl_mozek_veda:0:shuff:1360,cs:searle-mysl_mozek_veda:0:shuff:1486,see,see,uvidíme,uvidět,pf
en:searle-mysl_mozek_veda:0:shuff:1360,cs:searle-mysl_mozek_veda:0:shuff:1486,see,see,uvidíme,uvidět,pf
en:searle-mysl_mozek_veda:0:shuff:1360,cs:searle-mysl_mozek_veda:0:shuff:1486,see,see,uvidíme,uvidět,pf
en:searle-mysl_mozek_veda:0:shuff:1360,cs:searle-mysl_mozek_veda:0:shuff:1486,see,see,uvidíme,uvidět,pf
en:searle-mysl_mozek_veda:0:shuff:1361,cs:searle-mysl_mozek_veda:0:shuff:1487,affected,affect,ovlivněno,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1362,cs:searle-mysl_mozek_veda:0:shuff:1488,affect,affect,ovlivnit,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1362,cs:searle-mysl_mozek_veda:0:shuff:1488,perceives,perceive,vnímáme,vnímat,impf
en:searle-mysl_mozek_veda:0:shuff:1362,cs:searle-mysl_mozek_veda:0:shuff:1488,perceives,perceive,vnímáme,vnímat,impf
en:searle-mysl_mozek_veda:0:shuff:1364,cs:searle-mysl_mozek_veda:0:shuff:1490,talk,talk,Mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1364,cs:searle-mysl_mozek_veda:0:shuff:1490,affected,affect,ovlivněno,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1364,cs:searle-mysl_mozek_veda:0:shuff:1490,affected,affect,ovlivněno,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1364,cs:searle-mysl_mozek_veda:0:shuff:1490,affected,affect,ovlivněno,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1364,cs:searle-mysl_mozek_veda:0:shuff:1490,affected,affect,ovlivněno,ovlivnit,pf
en:searle-mysl_mozek_veda:0:shuff:1365,cs:searle-mysl_mozek_veda:0:shuff:1491,believe,believe,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1365,cs:searle-mysl_mozek_veda:0:shuff:1491,rests,rest,spočívá,spočívat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,go,go,dělám,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,does,do,dělám,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,do,do,dělám,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,go,go,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,does,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1366,cs:searle-mysl_mozek_veda:0:shuff:1492,do,do,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1367,cs:searle-mysl_mozek_veda:0:shuff:1493,implies,imply,plyne,plynout,impf
en:searle-mysl_mozek_veda:0:shuff:1370,cs:searle-mysl_mozek_veda:0:shuff:1496,consist,consist,skládat,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,function,function,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,do,do,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,function,function,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,doing,do,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,do,do,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,do,do,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,doing,do,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1371,cs:searle-mysl_mozek_veda:0:shuff:1497,do,do,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1372,cs:searle-mysl_mozek_veda:0:shuff:1498,drive,drive,jet,jet,impf
en:searle-mysl_mozek_veda:0:shuff:1372,cs:searle-mysl_mozek_veda:0:shuff:1498,drive,drive,jet,jet,impf
en:searle-mysl_mozek_veda:0:shuff:1372,cs:searle-mysl_mozek_veda:0:shuff:1498,drive,drive,řídit,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:1372,cs:searle-mysl_mozek_veda:0:shuff:1498,drive,drive,řídit,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:1376,cs:searle-mysl_mozek_veda:0:shuff:1502,think,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1380,cs:searle-mysl_mozek_veda:0:shuff:1506,does,do,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1380,cs:searle-mysl_mozek_veda:0:shuff:1506,work,work,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1381,cs:searle-mysl_mozek_veda:0:shuff:1507,suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1381,cs:searle-mysl_mozek_veda:0:shuff:1507,design,design,navrhnout,navrhnout,pf
en:searle-mysl_mozek_veda:0:shuff:1385,cs:searle-mysl_mozek_veda:0:shuff:1511,think,think,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1385,cs:searle-mysl_mozek_veda:0:shuff:1511,solved,solve,vyřešen,vyřešit,pf
en:searle-mysl_mozek_veda:0:shuff:1386,cs:searle-mysl_mozek_veda:0:shuff:1512,think,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1387,cs:searle-mysl_mozek_veda:0:shuff:1513,think,think,Věří,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1387,cs:searle-mysl_mozek_veda:0:shuff:1513,solved,solve,vyřešili,vyřešit,pf
en:searle-mysl_mozek_veda:0:shuff:1387,cs:searle-mysl_mozek_veda:0:shuff:1513,improved,improve,vylepšena,vylepšit,pf
en:searle-mysl_mozek_veda:0:shuff:1389,cs:searle-mysl_mozek_veda:0:shuff:1515,understand,understand,umět,umět,impf
en:searle-mysl_mozek_veda:0:shuff:1389,cs:searle-mysl_mozek_veda:0:shuff:1515,answer,answer,odpovědět,odpovědět,pf
en:searle-mysl_mozek_veda:0:shuff:1389,cs:searle-mysl_mozek_veda:0:shuff:1515,understand,understand,porozumíme,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1393,cs:searle-mysl_mozek_veda:0:shuff:1519,see,see,nevidí,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1393,cs:searle-mysl_mozek_veda:0:shuff:1519,understand,understand,porozumět,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1394,cs:searle-mysl_mozek_veda:0:shuff:1520,understand,understand,Rozumíme,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:1394,cs:searle-mysl_mozek_veda:0:shuff:1520,explain,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:1396,cs:searle-mysl_mozek_veda:0:shuff:1522,altered,alter,změní,změnit,pf
en:searle-mysl_mozek_veda:0:shuff:1396,cs:searle-mysl_mozek_veda:0:shuff:1522,remain,remain,zůstane,zůstat,pf
en:searle-mysl_mozek_veda:0:shuff:1399,cs:searle-mysl_mozek_veda:0:shuff:1525,get,get,dostaneme,dostat,pf
en:searle-mysl_mozek_veda:0:shuff:1404,cs:searle-mysl_mozek_veda:0:shuff:1531,suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1404,cs:searle-mysl_mozek_veda:0:shuff:1531,predict,predict,předpovídat,předpovídat,impf
en:searle-mysl_mozek_veda:0:shuff:1405,cs:searle-mysl_mozek_veda:0:shuff:1532,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1405,cs:searle-mysl_mozek_veda:0:shuff:1532,predict,predict,předvídat,předvídat,impf
en:searle-mysl_mozek_veda:0:shuff:1405,cs:searle-mysl_mozek_veda:0:shuff:1532,predict,predict,předvídat,předvídat,impf
en:searle-mysl_mozek_veda:0:shuff:1405,cs:searle-mysl_mozek_veda:0:shuff:1532,predict,predict,předpovědět,předpovědět,pf
en:searle-mysl_mozek_veda:0:shuff:1405,cs:searle-mysl_mozek_veda:0:shuff:1532,predict,predict,předpovědět,předpovědět,pf
